,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
15803, ГОСТ 8510-86 ,,, 100х63х6,,81 640 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15804, GB/T 706-16 ,,, 100х63х6,,76 440 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15805, ГОСТ 8510-86 ,,, 100х63х8,,81 640 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15806, GB/T 706-16 ,,, 100х63х8,,75 400 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15807, ГОСТ 8509-93 ,,, 100х100х7,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15808, ГОСТ 8509-93 ,,, 100х100х8,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15809, ГОСТ 8509-93 ,,, 100х100х10,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15810, GB/T 706-16 ,,, 140х90х10,,звоните ,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15811, ГОСТ 8509-93 ,,, 100х100х12,,звоните ,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15812, ГОСТ 8509-93 ,,, 100х100х7,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15813, ГОСТ 8509-93 ,,, 100х100х8,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15814, ГОСТ 8509-93 ,,, 100х100х10,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15815, ГОСТ 8509-93 ,,, 100х100х12,,звоните ,12,Уголок  ,09Г2С,,Сталепромышленная компания,Казань
15816, ГОСТ 8509-93 ,,, 110х110х7,,61 880 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15817, ГОСТ 8509-93 ,,, 110х110х8,,61 880 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15818, ГОСТ 8509-93 ,,, 110х110х7,,72 800 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15819, ГОСТ 8510-86 ,,, 100х63х8,,звоните ,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15820, ГОСТ 8509-93 ,,, 140х140х9,,129 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15821, GB/T 706-16 ,,, 140х140х10,,105 510 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15822, ГОСТ 8509-93 ,,, 140х140х10,,127 920 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15823, GB/T 706-16 ,,, 200х125х12,,звоните ,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15824, ГОСТ 8510-86 ,,, 200х125х12,,132 650 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15825, ГОСТ 8509-93 ,,, 200х200х12,,129 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15826, ГОСТ 8509-93 ,,, 200х200х14,,звоните ,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15827, ГОСТ 8509-93 ,,, 200х200х20,,звоните ,12,Уголок  ,3пс/сп,,Сталепромышленная компания,Казань
15828, ГОСТ 8510-86 ,,, 200х125х12,,звоните ,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15829, ГОСТ 8509-93 ,,, 90х90х7,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15830, ГОСТ 8509-93 ,,, 180х180х12,,звоните ,12,Уголок  ,С345,,Сталепромышленная компания,Казань
15831, ГОСТ 8509-93 ,,, 90х90х6,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15832, ГОСТ 8509-93 ,,, 90х90х7,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15833, ГОСТ 8509-93 ,,, 90х90х6,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15834, ГОСТ 8509-93 ,,, 80х80х8,,72 800 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15835, ГОСТ 8509-93 ,,, 80х80х6,,72 800 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15836, ГОСТ 8509-93 ,,, 80х80х8,,61 880 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15837, ГОСТ 8509-93 ,,, 80х80х7,,61 880 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15838, ГОСТ 8509-93 ,,, 80х80х6,,61 880 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15839, ГОСТ 8509-93 ,,, 90х90х8,,58 240 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15840, ГОСТ 8509-93 ,,, 75х75х6,,70 200 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15841, ГОСТ 8509-93 ,,, 180х180х12,,132 440 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15842, GB/T 706-16 ,,, 180х110х10,,122 720 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15843, ГОСТ 8509-93 ,,, 140х140х12,,129 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15844, GB/T 706-16 ,,, 140х90х8,,звоните ,12,Уголок  ,С355,,Сталепромышленная компания,Казань
15845, GB/T 706-16 ,,, 140х90х10,,звоните ,12,Уголок  ,С355,,Сталепромышленная компания,Казань
15846, ГОСТ 8509-93 ,,, 140х140х9,,звоните ,12,Уголок  ,09Г2С,,Сталепромышленная компания,Казань
15847, ГОСТ 8509-93 ,,, 140х140х10,,звоните ,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
15848, GB/T 706-16 ,,, 140х140х10,,звоните ,12,Уголок  ,С355,,Сталепромышленная компания,Казань
15849, GB/T 706-16 ,,, 160х100х10,,122 720 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15850, ГОСТ 8509-93 ,,, 180х180х11,,132 440 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15851, ГОСТ 8510-86 ,,, 160х100х10,,132 650 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15852, ГОСТ 8509-93 ,,, 160х160х10,,127 920 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15853, GB/T 706-16 ,,, 160х160х10,,115 860 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Казань
15854, ГОСТ 8509-93 ,,, 160х160х14,,129 530 >10т,12,Уголок  ,3пс/сп,,Сталепромышленная компания,Казань
15855, ГОСТ 8509-93 ,,, 160х160х16,,129 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15856, GB/T 706-16 ,,, 160х160х10,,130 990 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Казань
15857, ГОСТ 8509-93 ,,, 160х160х10,,136 810 >10т,12,Уголок  ,09Г2С,,Сталепромышленная компания,Казань
15858, ГОСТ 8509-93 ,,, 160х160х16,,138 420 >10т,12,Уголок  ,С345,,Сталепромышленная компания,Казань
15859, ГОСТ 8510-86 ,,, 160х100х10,,132 650 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
15860, ГОСТ 8509-93 ,,, 90х90х8,,61 610 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15861, ГОСТ 8509-93 ,,, 90х90х7,,64 200 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Кемерово
15862, ГОСТ 8509-93 ,,, 90х90х6,,75 800 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Кемерово
15863, ГОСТ 8509-93 ,,, 50х50х6,,69 260 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Екатеринбург
15864, ГОСТ 8510-86 ,,, 63х40х5,,90 680 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15865, ГОСТ 8510-86 ,,, 63х40х6,,90 680 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15866, ГОСТ 8509-93 ,,, 63х63х4,,60 080 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15867, ГОСТ 8509-93 ,,, 63х63х4,,59 060 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15868, ГОСТ 8509-93 ,,, 63х63х5,,57 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15869, ГОСТ 8509-93 ,,, 63х63х5,,58 550 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15870, ГОСТ 8509-93 ,,, 63х63х6,,57 530 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15871, ГОСТ 8509-93 ,,, 63х63х6,,58 550 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15872, ГОСТ 8509-93 ,,, 63х63х4,,69 770 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Екатеринбург
15873, ГОСТ 8509-93 ,,, 63х63х5,,68 240 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Екатеринбург
15874, ГОСТ 8509-93 ,,, 63х63х5,,69 260 >10т,6,Уголок  ,09Г2С-15,,Сталепромышленная компания,Екатеринбург
15875, ГОСТ 8509-93 ,,, 63х63х6,,67 220 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Екатеринбург
