,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
11444, ГОСТ 8732-78 ,,, 108х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11445, ГОСТ 8732-78 ,,, 89х3.5,,181 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11446, ГОСТ 8732-78 ,,, 108х4.5,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11447, ГОСТ 8732-78 ,,, 108х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11448, ГОСТ 8732-78 ,,, 108х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11449, ГОСТ 8732-78 ,,, 108х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11450, ГОСТ 8732-78 ,,, 108х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11451, ГОСТ 8732-78 ,,, 219х8,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11452, ГОСТ 8732-78 ,,, 273х7,,120 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11453, ГОСТ 8732-78 ,,, 273х8,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11454, ГОСТ 8732-78 ,,, 273х14,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11455, ГОСТ 8732-78 ,,, 325х8,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11456, ГОСТ 8732-78 ,,, 426х9,,120 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11457, ГОСТ 8732-78 ,,, 159х6,,173 310 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Благовещенск
11458, ГОСТ 8732-78 ,,, 114х6,,137 100 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Благовещенск
11459, ГОСТ 8732-78 ,,, 89х4,,197 210 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Владивосток
11460, ГОСТ 8732-78 ,,, 219х9,,136 100 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Владивосток
11461, ГОСТ 8732-78 ,,, 108х4,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11462, ГОСТ 8732-78 ,,, 89х3,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11463, ГОСТ 8732-78 ,,, 108х14,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11464, ГОСТ 8732-78 ,,, 108х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11465, ГОСТ 8732-78 ,,, 89х4,,175 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11466, ГОСТ 8732-78 ,,, 89х4.5,,174 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11467, ГОСТ 8732-78 ,,, 89х5,,175 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11468, ГОСТ 8732-78 ,,, 89х6,,174 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11469, ГОСТ 8732-78 ,,, 89х8,,163 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11470, ГОСТ 8732-78 ,,, 89х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11471, ГОСТ 8732-78 ,,, 89х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11472, ГОСТ 8732-78 ,,, 89х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11473, ГОСТ 8732-78 ,,, 108х4,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11474, ГОСТ 8732-78 ,,, 108х4.5,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11475, ГОСТ 8732-78 ,,, 108х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11476, ГОСТ 8732-78 ,,, 108х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11477, ГОСТ 8732-78 ,,, 108х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11478, ГОСТ 8732-78 ,,, 108х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11479, ГОСТ 8732-78 ,,, 108х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11480, ГОСТ 8732-78 ,,, 108х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11481, ГОСТ 8732-78 ,,, 133х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11482, ГОСТ 8732-78 ,,, 133х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11483, ГОСТ 8732-78 ,,, 133х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11484, ГОСТ 8732-78 ,,, 168х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11485, ГОСТ 8732-78 ,,, 168х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11486, ГОСТ 8732-78 ,,, 168х14,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11487, ГОСТ 8732-78 ,,, 168х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11488, ГОСТ 8732-78 ,,, 168х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11489, ГОСТ 8732-78 ,,, 168х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11490, ГОСТ 8732-78 ,,, 168х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11491, ГОСТ 8732-78 ,,, 168х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11492, ГОСТ 8732-78 ,,, 168х6,,150 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11493, ГОСТ 8732-78 ,,, 168х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11494, ГОСТ 8732-78 ,,, 159х14,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11495, ГОСТ 8732-78 ,,, 159х12,,160 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11496, ГОСТ 8732-78 ,,, 159х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11497, ГОСТ 8732-78 ,,, 159х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11498, ГОСТ 8732-78 ,,, 159х8,,155 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11499, ГОСТ 8732-78 ,,, 168х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11500, ГОСТ 8732-78 ,,, 159х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11501, ГОСТ 8732-78 ,,, 168х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11502, ГОСТ 8732-78 ,,, 168х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11503, ГОСТ 8732-78 ,,, 219х12,,160 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11504, ГОСТ 8732-78 ,,, 219х10,,158 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11505, ГОСТ 8732-78 ,,, 219х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11506, ГОСТ 8732-78 ,,, 219х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11507, ГОСТ 8732-78 ,,, 219х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11508, ГОСТ 8732-78 ,,, 219х6,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11509, ГОСТ 8732-78 ,,, 219х14,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11510, ГОСТ 8732-78 ,,, 219х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11511, ГОСТ 8732-78 ,,, 219х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11512, ГОСТ 8732-78 ,,, 219х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11513, ГОСТ 8732-78 ,,, 219х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11514, ГОСТ 8732-78 ,,, 219х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11515, ГОСТ 8732-78 ,,, 219х6,,150 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11516, ГОСТ 8732-78 ,,, 168х14,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11517, ГОСТ 8732-78 ,,, 168х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11518, ГОСТ 8732-78 ,,, 168х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11519, ГОСТ 8732-78 ,,, 159х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11520, ГОСТ 8732-78 ,,, 159х5,,160 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11521, ГОСТ 8732-78 ,,, 159х4.5,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11522, ГОСТ 8732-78 ,,, 146х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11523, ГОСТ 8732-78 ,,, 146х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11524, ГОСТ 8732-78 ,,, 146х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11525, ГОСТ 8732-78 ,,, 146х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11526, ГОСТ 8732-78 ,,, 146х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11527, ГОСТ 8732-78 ,,, 133х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11528, ГОСТ 8732-78 ,,, 133х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11529, ГОСТ 8732-78 ,,, 133х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11530, ГОСТ 8732-78 ,,, 133х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11531, ГОСТ 8732-78 ,,, 133х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11532, ГОСТ 8732-78 ,,, 133х6,,155 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11533, ГОСТ 8732-78 ,,, 133х5,,155 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11534, ГОСТ 8732-78 ,,, 133х4.5,,155 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11535, ГОСТ 8732-78 ,,, 133х4,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11536, ГОСТ 8732-78 ,,, 133х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11537, ГОСТ 8732-78 ,,, 146х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11538, ГОСТ 8732-78 ,,, 146х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11539, ГОСТ 8732-78 ,,, 146х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11540, ГОСТ 8732-78 ,,, 146х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11541, ГОСТ 8732-78 ,,, 159х4,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11542, ГОСТ 8732-78 ,,, 159х14,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11543, ГОСТ 8732-78 ,,, 159х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11544, ГОСТ 8732-78 ,,, 159х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11545, ГОСТ 8732-78 ,,, 159х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11546, ГОСТ 8732-78 ,,, 159х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11547, ГОСТ 8732-78 ,,, 159х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11548, ГОСТ 8732-78 ,,, 426х12,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11549, ГОСТ 8732-78 ,,, 159х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11550, ГОСТ 8732-78 ,,, 159х4.5,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11551, ГОСТ 8732-78 ,,, 159х4,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11552, ГОСТ 8732-78 ,,, 146х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11553, ГОСТ 8732-78 ,,, 146х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11554, ГОСТ 8732-78 ,,, 146х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11555, ГОСТ 8732-78 ,,, 146х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11556, ГОСТ 8732-78 ,,, 146х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11557, ГОСТ 8732-78 ,,, 159х5,,155 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11558, ГОСТ 8732-78 ,,, 426х14,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11559, ГОСТ 8732-78 ,,, 325х9,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11560, ГОСТ 8732-78 ,,, 426х9,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11561, ГОСТ 8732-78 ,,, 45х3.5,,174 370 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11562, ГОСТ 8732-78 ,,, 45х4,,174 370 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11563, ГОСТ 8732-78 ,,, 51х4,,174 370 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11564, ГОСТ 8732-78 ,,, 57х3.5,,157 280 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11565, ГОСТ 8732-78 ,,, 57х4,,157 280 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11566, ГОСТ 8732-78 ,,, 57х5,,161 300 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11567, ГОСТ 8732-78 ,,, 57х6,,161 300 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11568, ГОСТ 8732-78 ,,, 57х3.5,,162 310 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Курган
11569, ГОСТ 8732-78 ,,, 57х4,,162 310 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Курган
11570, ГОСТ 8732-78 ,,, 57х5,,162 310 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Курган
11571, ГОСТ 8732-78 ,,, 60х3.5,,166 330 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11572, ГОСТ 8732-78 ,,, 60х4,,153 260 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11573, ГОСТ 8732-78 ,,, 76х3.5,,150 250 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11574, ГОСТ 8732-78 ,,, 76х4,,153 260 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11575, ГОСТ 8732-78 ,,, 76х5,,141 200 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11576, ГОСТ 8732-78 ,,, 38х4,,174 370 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11577, ГОСТ 8732-78 ,,, 38х3,,174 370 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Курган
11578, ГОСТ 8732-78 ,,, 60х4,,153 700 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Ижевск
11579, ГОСТ 8732-78 ,,, 60х3.5,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Ижевск
11580, ГОСТ 8732-78 ,,, 57х4,,159 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Казань
